hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,0,2017,January,5,29,1,0,2,1.0,0,BB,FRA,Direct,Direct,0,0,0,C,C,0,No Deposit,14.0,0,Transient,67.0,1,0,Check-Out,2017-01-30
City Hotel,0,127,2017,April,14,7,0,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Group,130.5,0,2,Check-Out,2017-04-09
City Hotel,0,109,2016,April,17,20,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,77.89,0,1,Check-Out,2016-04-25
Resort Hotel,1,189,2016,July,27,2,2,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,135.0,0,0,Canceled,2016-06-22
City Hotel,1,105,2016,August,35,26,1,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,131.4,0,0,Canceled,2016-06-05
City Hotel,0,21,2015,November,45,2,1,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Contract,150.45,0,0,Check-Out,2015-11-06
City Hotel,1,155,2017,June,25,24,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,30.0,26,Transient,120.0,0,0,Canceled,2017-02-15
City Hotel,0,69,2017,March,11,17,1,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,79.2,0,0,Check-Out,2017-03-20
City Hotel,0,33,2016,October,42,14,1,2,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,227.0,0,0,Check-Out,2016-10-17
City Hotel,0,13,2016,November,47,16,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,114.0,0,2,Check-Out,2016-11-17
Resort Hotel,0,166,2015,September,37,10,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,73.8,0,2,Check-Out,2015-09-14
City Hotel,1,273,2016,November,48,22,0,5,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,63.75,0,0,Canceled,2016-04-28
City Hotel,0,135,2017,May,21,26,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,111.0,0,1,Check-Out,2017-05-30
City Hotel,0,198,2017,July,27,4,2,6,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,188.1,0,1,Check-Out,2017-07-12
Resort Hotel,0,0,2016,December,52,18,2,0,3,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,99.0,1,0,Check-Out,2016-12-20
City Hotel,0,5,2016,August,35,21,2,1,2,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,0,Transient,72.25,0,0,Check-Out,2016-08-24
City Hotel,0,0,2015,November,48,27,0,1,1,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,69.0,0,0,Check-Out,2015-11-28
Resort Hotel,1,24,2016,November,45,4,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,0,Transient,54.98,0,0,Canceled,2016-10-11
City Hotel,0,109,2017,May,19,13,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,148.5,0,0,Check-Out,2017-05-17
City Hotel,1,199,2015,October,40,1,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,94.5,0,0,Canceled,2015-04-27
City Hotel,0,215,2016,November,48,21,1,2,2,0.0,0,BB,GRC,Groups,Corporate,0,0,0,A,A,2,No Deposit,14.0,0,Transient,85.0,0,0,Check-Out,2016-11-24
Resort Hotel,0,111,2015,July,28,6,3,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0,Transient,151.0,0,1,Check-Out,2015-07-14
Resort Hotel,0,7,2016,October,41,5,0,4,1,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,14.0,0,Transient-Party,44.0,0,0,Check-Out,2016-10-09
City Hotel,1,6,2016,April,16,16,1,1,3,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,152.0,0,0,Canceled,2016-04-10
Resort Hotel,0,47,2016,December,50,8,2,5,2,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,464.0,0,Transient,64.0,0,0,Check-Out,2016-12-15
Resort Hotel,0,98,2015,August,32,8,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,0,Transient,208.0,1,1,Check-Out,2015-08-10
City Hotel,1,11,2015,August,34,22,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,90.0,0,2,Canceled,2015-08-17
Resort Hotel,0,38,2016,November,47,17,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,0,Transient,50.22,0,2,Check-Out,2016-11-21
City Hotel,0,0,2017,January,1,3,0,2,2,0.0,0,BB,HRV,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,108.0,0,0,Check-Out,2017-01-05
City Hotel,0,3,2016,December,52,19,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,14.0,0,Transient,65.0,0,1,Check-Out,2016-12-20
Resort Hotel,0,25,2016,December,50,10,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,177.0,0,Transient,34.0,0,2,Check-Out,2016-12-11
Resort Hotel,1,160,2017,January,4,23,1,4,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,55.8,0,2,Canceled,2016-08-20
Resort Hotel,0,113,2017,April,18,30,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,115.0,0,1,Check-Out,2017-05-06
City Hotel,0,198,2016,May,21,20,0,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,98,Transient-Party,0.0,0,0,Check-Out,2016-05-20
Resort Hotel,0,98,2015,August,32,8,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,175.0,0,Transient,123.0,0,0,Check-Out,2015-08-15
City Hotel,0,59,2016,January,5,28,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,87.0,0,Transient-Party,80.0,0,0,Check-Out,2016-01-29
City Hotel,0,67,2016,September,37,4,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,127.8,0,1,Check-Out,2016-09-11
City Hotel,0,147,2016,March,13,24,0,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,174.0,1,1,Check-Out,2016-03-27
Resort Hotel,0,21,2017,August,33,17,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,227.0,0,2,Check-Out,2017-08-20
City Hotel,0,4,2016,October,44,24,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,1,No Deposit,14.0,0,Transient,65.0,0,1,Check-Out,2016-10-26
City Hotel,0,42,2017,March,11,15,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,210.0,0,Transient,65.0,1,0,Check-Out,2017-03-16
Resort Hotel,0,0,2016,October,42,15,0,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,85.0,0,0,Check-Out,2016-10-16
City Hotel,0,1,2016,February,7,13,0,1,1,0.0,0,BB,ITA,Corporate,Corporate,1,0,1,A,A,0,No Deposit,14.0,0,Transient-Party,79.0,0,0,Check-Out,2016-02-14
City Hotel,1,95,2016,December,50,7,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,0,Transient,77.86,0,1,Canceled,2016-11-22
City Hotel,0,15,2017,June,22,2,0,1,2,1.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,0.0,0,3,Check-Out,2017-06-03
Resort Hotel,0,59,2017,July,28,14,0,1,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,190.0,0,1,Check-Out,2017-07-15
Resort Hotel,0,0,2017,January,4,23,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,0,Transient,52.0,1,0,Check-Out,2017-01-24
City Hotel,0,38,2017,May,19,8,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,168.0,0,Transient,99.0,0,0,Check-Out,2017-05-11
City Hotel,0,60,2016,November,47,18,0,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient,75.0,0,0,Check-Out,2016-11-20
Resort Hotel,0,95,2016,October,45,31,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,171.0,0,Transient,32.8,0,0,Check-Out,2016-11-07
City Hotel,0,28,2016,June,25,14,0,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,7.0,0,Transient,108.42,0,1,Check-Out,2016-06-17
Resort Hotel,0,4,2015,September,36,2,0,4,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,154.25,0,0,Check-Out,2015-09-06
Resort Hotel,0,296,2016,August,36,29,3,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Transient,68.61,0,0,Check-Out,2016-09-09
Resort Hotel,0,0,2016,April,15,7,0,1,1,0.0,0,BB,PRT,Direct,Corporate,1,1,13,A,D,0,No Deposit,47.0,0,Transient,42.0,0,0,Check-Out,2016-04-08
City Hotel,1,64,2016,August,35,27,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,143.4,0,1,Canceled,2016-06-25
Resort Hotel,1,19,2015,December,49,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,14.0,0,Transient-Party,36.0,0,0,Canceled,2015-11-20
Resort Hotel,0,0,2015,August,32,3,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241.0,0,Transient,132.44,0,0,Check-Out,2015-08-04
City Hotel,0,177,2017,June,25,24,2,1,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,9.0,0,Transient,166.5,0,5,Check-Out,2017-06-27
City Hotel,0,21,2017,January,3,20,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,0,Transient,104.31,0,1,Check-Out,2017-01-24
City Hotel,0,20,2017,June,24,12,1,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,179.0,0,1,Check-Out,2017-06-15
City Hotel,0,94,2017,April,14,3,1,3,3,2.0,0,BB,FRA,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,0,Transient,227.0,0,0,Check-Out,2017-04-07
Resort Hotel,1,33,2015,November,45,1,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient,25.0,0,0,No-Show,2015-11-01
Resort Hotel,0,23,2016,February,9,27,0,1,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,127.0,0,Transient,38.13,0,1,Check-Out,2016-02-28
Resort Hotel,1,8,2016,November,49,29,0,3,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,43.0,0,0,Canceled,2016-11-23
City Hotel,0,47,2016,February,8,20,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,0,Transient-Party,71.52,0,0,Check-Out,2016-02-21
Resort Hotel,0,182,2017,July,31,31,1,3,3,0.0,0,HB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,0,Transient,227.0,0,1,Check-Out,2017-08-04
City Hotel,0,50,2016,December,49,3,2,2,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,22.0,0,Transient,63.75,0,0,Check-Out,2016-12-07
Resort Hotel,0,82,2016,November,45,4,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,37.8,0,1,Check-Out,2016-11-06
Resort Hotel,0,164,2016,July,29,16,4,10,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0,Transient,153.0,0,0,Check-Out,2016-07-30
Resort Hotel,0,3,2015,October,44,27,0,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,49.2,1,1,Check-Out,2015-10-29
Resort Hotel,0,1,2015,November,48,28,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,14.0,0,Transient,46.2,1,1,Check-Out,2015-11-29
Resort Hotel,0,76,2017,May,19,8,1,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,0,Transient,105.0,1,1,Check-Out,2017-05-09
City Hotel,1,85,2015,August,33,11,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,0,Transient,50.3,0,0,Canceled,2015-07-09
City Hotel,1,24,2016,December,49,2,2,2,1,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,88.0,0,0,Canceled,2016-11-09
City Hotel,1,179,2016,September,40,30,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,113.4,0,0,Canceled,2016-07-07
Resort Hotel,1,70,2017,August,35,31,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,196.67,0,1,Canceled,2017-07-31
City Hotel,0,13,2015,October,43,20,0,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,27.0,0,Transient,54.75,0,0,Check-Out,2015-10-24
Resort Hotel,0,25,2017,February,6,5,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,1,A,D,4,No Deposit,250.0,0,Transient,44.0,0,2,Check-Out,2017-02-08
Resort Hotel,0,82,2016,December,50,7,0,4,2,0.0,0,BB,ESP,Groups,Direct,0,0,0,A,C,1,No Deposit,14.0,0,Transient-Party,39.3,1,0,Check-Out,2016-12-11
Resort Hotel,0,0,2016,January,1,1,0,1,2,3.0,0,BB,PRT,Direct,Direct,0,0,0,A,G,2,No Deposit,14.0,0,Transient,124.0,0,0,Check-Out,2016-01-02
City Hotel,1,219,2016,September,40,30,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,0,Transient,120.0,0,0,Canceled,2016-03-15
Resort Hotel,1,79,2016,October,44,28,1,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,98.0,0,0,Canceled,2016-08-30
City Hotel,1,6,2017,July,27,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,80.0,0,0,Canceled,2017-06-28
Resort Hotel,0,71,2016,March,12,15,0,1,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,0,Transient,58.0,0,0,Check-Out,2016-03-16
City Hotel,1,0,2017,May,22,28,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,Non Refund,28.0,0,Transient,99.0,0,0,No-Show,2017-05-28
Resort Hotel,1,123,2017,July,29,20,0,3,2,2.0,0,BB,CHE,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0,Transient,210.0,0,0,Canceled,2017-03-20
City Hotel,1,80,2016,May,21,21,2,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,140.4,0,0,Canceled,2016-03-02
City Hotel,0,8,2016,December,52,24,0,1,2,0.0,1,FB,CUB,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,215.5,0,2,Check-Out,2016-12-25
City Hotel,0,20,2017,January,1,1,1,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,14.0,0,Transient-Party,65.0,0,0,Check-Out,2017-01-02
Resort Hotel,1,232,2015,August,34,22,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,142.0,0,Contract,148.05,0,0,No-Show,2015-08-22
City Hotel,0,36,2016,December,49,3,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,96.9,0,0,Check-Out,2016-12-07
Resort Hotel,0,257,2016,May,22,23,3,8,2,0.0,0,HB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,107.0,0,0,Check-Out,2016-06-03
City Hotel,1,12,2015,December,50,12,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,0,Contract,87.0,0,1,Canceled,2015-12-04
City Hotel,0,238,2016,September,36,1,2,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.07,0,1,Check-Out,2016-09-07
City Hotel,0,166,2015,September,38,16,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,93.5,0,0,Check-Out,2015-09-20
Resort Hotel,0,129,2017,April,16,22,2,5,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,273.0,0,Transient-Party,49.44,0,0,Check-Out,2017-04-29
City Hotel,0,11,2016,August,34,20,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,141.0,0,2,Check-Out,2016-08-22
Resort Hotel,0,200,2016,July,29,16,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,108.0,0,1,Check-Out,2016-07-23
City Hotel,0,63,2016,April,17,22,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,76.58,0,1,Check-Out,2016-04-27
City Hotel,0,296,2017,July,30,29,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,A,A,1,No Deposit,229.0,0,Group,0.0,0,0,Check-Out,2017-08-01
Resort Hotel,0,0,2016,July,30,19,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,339.0,0,Transient,95.2,0,0,Check-Out,2016-07-20
Resort Hotel,0,100,2016,April,17,23,2,5,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,31.45,0,1,Check-Out,2016-04-30
City Hotel,1,177,2017,July,27,3,1,1,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,89.1,0,0,Canceled,2017-03-22
City Hotel,0,6,2016,January,3,16,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient,97.0,0,1,Check-Out,2016-01-18
Resort Hotel,0,158,2016,July,31,30,2,5,2,0.0,0,HB,NOR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,253.0,0,Transient,143.1,0,0,Check-Out,2016-08-06
City Hotel,1,206,2017,April,17,28,0,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,130.5,0,3,Canceled,2016-10-27
City Hotel,1,78,2016,August,33,7,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,117.9,0,0,Canceled,2016-05-22
City Hotel,0,185,2016,October,42,10,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,113.4,0,2,Check-Out,2016-10-14
Resort Hotel,0,119,2017,February,8,21,2,5,3,1.0,0,HB,POL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,135.0,0,1,Check-Out,2017-02-28
City Hotel,0,4,2016,April,16,11,1,2,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,191.0,0,3,Check-Out,2016-04-14
Resort Hotel,1,48,2015,July,31,27,1,1,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient,124.2,0,1,Canceled,2015-06-15
Resort Hotel,1,25,2016,March,12,13,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0,Transient,46.4,0,1,Canceled,2016-03-08
City Hotel,0,135,2017,March,9,3,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,79.2,0,1,Check-Out,2017-03-05
Resort Hotel,1,72,2017,August,34,25,2,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0,Transient,227.0,0,2,Canceled,2017-07-19
Resort Hotel,1,57,2017,July,27,6,1,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,531.0,0,Transient,113.0,0,0,Canceled,2017-05-12
City Hotel,1,296,2016,October,42,13,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.0,0,0,Canceled,2015-10-21
Resort Hotel,0,184,2017,April,16,19,2,5,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient-Party,93.86,0,2,Check-Out,2017-04-26
City Hotel,0,2,2016,June,24,8,0,3,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,152.0,0,Transient,73.07,0,2,Check-Out,2016-06-11
Resort Hotel,0,16,2016,December,52,22,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0,Transient,55.69,0,1,Check-Out,2016-12-29
City Hotel,0,4,2016,February,8,16,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,14.0,0,Transient,65.0,0,1,Check-Out,2016-02-19
City Hotel,1,14,2017,April,16,16,2,4,1,0.0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,115.0,0,1,Canceled,2017-04-05
Resort Hotel,1,74,2015,November,47,16,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,76.0,0,2,Canceled,2015-09-04
City Hotel,0,24,2016,March,13,26,1,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,141.0,0,1,Check-Out,2016-03-28
Resort Hotel,0,72,2016,August,34,16,2,6,2,2.0,0,HB,ESP,Direct,Direct,0,0,0,C,C,3,No Deposit,250.0,0,Transient,227.0,0,2,Check-Out,2016-08-24
City Hotel,0,0,2015,August,34,21,0,1,2,0.0,0,BB,AGO,Direct,Direct,0,0,0,D,A,0,No Deposit,14.0,0,Transient,115.0,0,0,Check-Out,2015-08-22
City Hotel,1,219,2017,May,21,25,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,96.33,0,1,Canceled,2017-05-18
City Hotel,0,184,2016,July,29,16,1,1,2,0.0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,0,Transient-Party,125.0,0,1,Check-Out,2016-07-18
Resort Hotel,0,1,2017,January,1,7,1,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,105.0,1,2,Check-Out,2017-01-09
City Hotel,1,39,2016,February,9,27,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,67.5,0,0,Canceled,2016-02-24
Resort Hotel,0,224,2016,May,22,25,0,4,2,0.0,0,BB,ITA,Groups,Direct,0,0,0,A,D,3,No Deposit,14.0,0,Transient-Party,66.0,0,0,Check-Out,2016-05-29
City Hotel,0,0,2017,May,21,22,1,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,0,Transient,75.0,0,1,Check-Out,2017-05-25
City Hotel,0,1,2017,August,32,11,0,1,2,2.0,0,BB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,0,Transient,227.0,0,0,Check-Out,2017-08-12
City Hotel,0,80,2016,August,35,27,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,131.4,0,2,Check-Out,2016-08-29
City Hotel,0,18,2015,September,40,27,2,1,1,0.0,0,BB,CHE,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,0,Transient-Party,170.0,0,0,Check-Out,2015-09-30
City Hotel,0,56,2016,September,37,5,1,3,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,123.98,0,2,Check-Out,2016-09-09
City Hotel,0,65,2015,October,40,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,19.0,59,Transient-Party,100.0,0,0,Check-Out,2015-10-04
Resort Hotel,0,266,2016,May,23,31,2,9,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,40.0,0,Contract,88.5,0,0,Check-Out,2016-06-11
City Hotel,1,28,2016,June,24,10,4,9,1,0.0,0,BB,AGO,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0,Transient,172.15,0,0,Canceled,2016-05-13
City Hotel,1,9,2016,October,43,16,2,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,140.0,0,1,Canceled,2016-10-10
